company,overall_rating,sentiment,review,industry
Deloitte,4,Positive,"Good team spirit and work
Nice guidance to new projects
Trainings and certifications Compensation at mid level career
Should improve the work life balance",Various
IBM,3,Neutral,"Opportunity for experience- for the proficient self-starter, there is potential to get training/experience with a huge array of technologies.  High probability of working from home and being somewhat autonomous. Very large company.  High turnover.  Frequent layoffs.  Occasional paycuts.   Most job changes/promotions are lateral with regards to salary.   Overtime expected.",Various
Capita,4,Positive,"Great job with good benefits Long hours, long shifts working",Various
Topshop,4,Positive,Working as part of a large team and being friends with all of the staff is what made me like my job in Topshop. As well as getting 60% discount for uniform The Acadia company are overall not great to work with as they seem to be loosing money and continually shutting stores. So job security is not great.,Various
Crowne-Plaza-Hotels-and-Resorts,3,Neutral,Good tips and free food Tremendous amount of work as a houseman.,Various
PwC,4,Positive,Experience and training; coworkers are very young Long Hours; you have to bring your A game everyday,Various
Deloitte,5,Positive,"Good team and London office is nice Below industry pay, perception to outsiders is that we earn far more than we do.

They cut pensions and bonuses due to covid yet always talk about strong pipelines - it doesn’t make sense",Various
Vodafone,4,Positive,Good salary and benefits and environment they need to care more about agents,Various
J-P-Morgan,3,Neutral,Alright salary. Co-workers.  Paid overtime.  Benefits are good. Job opportunities depend on who is liked. Lots of favoritism. Lots of stress.,Various
EY,4,Positive,"Firm truly cares about it's people
Firm sees what is fair and does what it can (while being a large corporation) to make things right Large, global firm means making an impact can be difficult! Making good relationships is key",Various
J-P-Morgan,4,Positive,Great talents in the bank. Long hours and wish there is more resources.,Various
IBM,2,Negative,"wide range of services and geographies. Ample opportunities for learning High level of mismanagement, old slow blood, poor leadership",Various
EY,2,Negative,"Work life balance, work from home If you are in a wrong team, or in Kerala offices",Various
McDonald-s,3,Neutral,"fries, shakes, double cheeseburger, big mac I think they have a bad reputation for healthy people",Various
Morrisons,3,Neutral,"The best reason about working for Morrisons is the people I work with. All different age groups but we get on really well in our department. You become really close and I even met my partner there which is the case quite often. We have no staff. They expect us to be able to get everything done when we don't have the staff to do so. Plus if you are ill for a period of time no matter what reason you are disciplined even if there's a valid reason. They always say ""it's need of the company"" but don't care about their employees.",Various
